,latitude,longitude,time
0,42.8275756836,-73.7813873291,1584038188
1,42.8275756836,-73.7813873291,1584038764
2,42.8275756836,-73.7813873291,1584039338
3,42.8275756836,-73.7813873291,1584039811
4,42.8275756836,-73.7813873291,1584040409
5,42.8275756836,-73.7813873291,1584041113
6,42.8275756836,-73.7813873291,1584041715
7,42.8275756836,-73.7813873291,1584042503
8,42.8275756836,-73.7813873291,1584042964
9,42.8275756836,-73.7813873291,1584043400
10,42.8275756836,-73.7813873291,1584043887
11,42.8832561,-73.7783397,1584044309
12,42.9582278,-73.8001668,1584044587
13,42.9717217,-73.7862724,1584044679
14,42.9731063843,-73.76974487300001,1584044863
15,42.9731063843,-73.76974487300001,1584044868
16,42.9731063843,-73.76974487300001,1584045280
17,42.9731063843,-73.76974487300001,1584045714
18,42.9731063843,-73.76974487300001,1584046160
19,42.9731063843,-73.76974487300001,1584046599
20,42.9731063843,-73.76974487300001,1584047206
21,42.9731063843,-73.76974487300001,1584048077
22,42.9731063843,-73.76974487300001,1584048556
23,42.9731063843,-73.76974487300001,1584048997
24,42.9731063843,-73.76974487300001,1584048997
25,42.9731063843,-73.76974487300001,1584049624
26,42.9731063843,-73.76974487300001,1584050343
27,42.9731063843,-73.76974487300001,1584051457
28,42.9731063843,-73.76974487300001,1584052357
29,42.9731063843,-73.76974487300001,1584052869
30,42.9731063843,-73.76974487300001,1584052917
31,42.9731063843,-73.76974487300001,1584052921
32,42.976537,-73.77152,1584053000
33,42.9762135,-73.7724115,1584053007
34,42.973842100000006,-73.8057119,1584053258
35,42.9736298,-73.8055777,1584054080
36,42.9735989,-73.805378,1584054987
37,42.9735941,-73.80539209999999,1584055930
38,42.9736,-73.8053798,1584056857
39,42.9735894,-73.80536579999999,1584057282
40,42.9736121,-73.80538229999999,1584058083
41,42.9735925,-73.80536590000001,1584058705
42,42.9735913,-73.80536690000001,1584059231
43,42.9736027,-73.8053838,1584060005
44,42.973592,-73.8053793,1584060435
45,42.9735822,-73.80537559999999,1584060934
46,42.9704103,-73.802756,1584061399
47,42.9735342,-73.7934676,1584061477
48,42.9741414,-73.7951205,1584061687
49,42.9711123,-73.7914715,1584061885
50,42.9731063843,-73.76974487300001,1584062049
51,42.9731063843,-73.76974487300001,1584062049
52,42.9731063843,-73.76974487300001,1584062500
53,42.9731063843,-73.76974487300001,1584062952
54,42.9731063843,-73.76974487300001,1584063419
55,42.9731063843,-73.76974487300001,1584064104
56,42.9731063843,-73.76974487300001,1584064985
57,42.9731063843,-73.76974487300001,1584065675
58,42.9731063843,-73.76974487300001,1584066106
59,42.9731063843,-73.76974487300001,1584067007
60,42.9731063843,-73.76974487300001,1584067457
61,42.9731063843,-73.76974487300001,1584068026
62,42.9731063843,-73.76974487300001,1584068561
63,42.9731063843,-73.76974487300001,1584069008
64,42.9731063843,-73.76974487300001,1584069434
65,42.9731063843,-73.76974487300001,1584069904
66,42.9731063843,-73.76974487300001,1584070346
67,42.9731063843,-73.76974487300001,1584070804
68,42.9731063843,-73.76974487300001,1584070804
69,42.9731063843,-73.76974487300001,1584071358
70,42.9731063843,-73.76974487300001,1584071827
71,42.9731063843,-73.76974487300001,1584072441
72,42.9731063843,-73.76974487300001,1584072905
73,42.9731063843,-73.76974487300001,1584073658
74,42.9731063843,-73.76974487300001,1584074119
75,42.9731063843,-73.76974487300001,1584074594
76,42.9731063843,-73.76974487300001,1584075025
77,42.9731063843,-73.76974487300001,1584075557
78,42.9731063843,-73.76974487300001,1584075980
79,42.9731063843,-73.76974487300001,1584076506
80,42.9731063843,-73.76974487300001,1584076958
81,42.9731063843,-73.76974487300001,1584077433
82,42.9731063843,-73.76974487300001,1584077865
83,42.9731063843,-73.76974487300001,1584078362
84,42.9731063843,-73.76974487300001,1584078837
85,42.9731063843,-73.76974487300001,1584079293
86,42.9731063843,-73.76974487300001,1584079764
87,42.9731063843,-73.76974487300001,1584080231
88,42.9731063843,-73.76974487300001,1584080713
89,42.9731063843,-73.76974487300001,1584081203
90,42.9731063843,-73.76974487300001,1584081667
91,42.9731063843,-73.76974487300001,1584082102
92,42.9731063843,-73.76974487300001,1584082659
93,42.9731063843,-73.76974487300001,1584083120
94,42.9731063843,-73.76974487300001,1584083617
95,42.9731063843,-73.76974487300001,1584084128
96,42.9731063843,-73.76974487300001,1584084556
97,42.9731063843,-73.76974487300001,1584085007
98,42.9731063843,-73.76974487300001,1584085444
99,42.9731063843,-73.76974487300001,1584085873
100,42.9731063843,-73.76974487300001,1584086346
101,42.9731063843,-73.76974487300001,1584086842
102,42.9731063843,-73.76974487300001,1584087324
103,42.9731063843,-73.76974487300001,1584087759
104,42.9731063843,-73.76974487300001,1584088184
105,42.9731063843,-73.76974487300001,1584088658
106,42.9731063843,-73.76974487300001,1584089133
107,42.9731063843,-73.76974487300001,1584089643
108,42.9731063843,-73.76974487300001,1584090160
109,42.9731063843,-73.76974487300001,1584090603
110,42.9731063843,-73.76974487300001,1584091035
111,42.9731063843,-73.76974487300001,1584091511
112,42.9731063843,-73.76974487300001,1584091983
113,42.9731063843,-73.76974487300001,1584092464
114,42.9731063843,-73.76974487300001,1584092465
115,42.9731063843,-73.76974487300001,1584092955
116,42.9731063843,-73.76974487300001,1584093460
117,42.9731063843,-73.76974487300001,1584093903
118,42.9731063843,-73.76974487300001,1584094365
119,42.9731063843,-73.76974487300001,1584094793
120,42.9731063843,-73.76974487300001,1584095233
121,42.9731063843,-73.76974487300001,1584095713
122,42.9731063843,-73.76974487300001,1584096159
123,42.9731063843,-73.76974487300001,1584096614
