,latitude,longitude,time
0,42.7701072693,-73.9479064941,1584020254
1,42.7579254,-73.947922,1584025077
2,42.7579254,-73.947922,1584025139
3,42.7701072693,-73.9479064941,1584025698
4,42.7701072693,-73.9479064941,1584025698
5,42.7688925,-73.9565537,1584030823
6,42.7688925,-73.9565537,1584030823
7,42.7748107,-73.9586294,1584030944
8,42.7748107,-73.9586294,1584030944
9,42.7893981,-73.9785945,1584031242
10,42.7893981,-73.9785945,1584031242
11,42.805769,-73.9890633,1584031620
12,42.805769,-73.9890633,1584031620
13,42.8050215,-73.9962533,1584031966
14,42.8050215,-73.9962533,1584031966
15,42.8053051,-73.995851,1584032217
16,42.8053051,-73.995851,1584032217
17,42.8049692,-73.9968008,1584032604
18,42.8049692,-73.9968008,1584032604
19,42.804945,-73.9963297,1584032850
20,42.804945,-73.9963297,1584032850
21,42.8052491,-73.9959926,1584033436
22,42.8052491,-73.9959926,1584033436
23,42.8049553,-73.9964378,1584033813
24,42.8049553,-73.9964378,1584033813
25,42.8051347,-73.9960884,1584034183
26,42.8051347,-73.9960884,1584034183
27,42.8053356,-73.9957177,1584034639
28,42.8053356,-73.9957177,1584034639
29,42.8061368,-73.9916344,1584035421
30,42.8061368,-73.9916344,1584035421
31,42.8267505,-73.9673918,1584036042
32,42.8267505,-73.9673918,1584036042
33,42.8278683,-73.9648204,1584036642
34,42.8278683,-73.9648204,1584036642
35,42.8277702332,-73.951751709,1584036884
36,42.8277702332,-73.951751709,1584036884
37,42.8352465,-73.9644531,1584037144
38,42.8352465,-73.9644531,1584037144
39,42.8277702332,-73.951751709,1584037387
40,42.8277702332,-73.951751709,1584037387
41,42.8277702332,-73.951751709,1584038810
42,42.8277702332,-73.951751709,1584038810
43,42.8313315,-73.9590154,1584039635
44,42.8313315,-73.9590154,1584039635
45,42.8475606,-73.945447,1584039882
46,42.8475606,-73.945447,1584039882
47,42.8476964,-73.9435135,1584042332
48,42.8476964,-73.9435135,1584042332
49,42.8475672,-73.9455463,1584042635
50,42.8475672,-73.9455463,1584042635
51,42.8373831,-73.9531585,1584048765
52,42.8277702332,-73.951751709,1584048874
53,42.8277702332,-73.951751709,1584049075
54,42.8277702332,-73.951751709,1584051369
55,42.8277702332,-73.951751709,1584051959
56,42.8277702332,-73.951751709,1584053775
57,42.8277702332,-73.951751709,1584054379
58,42.8277702332,-73.951751709,1584062839
59,42.8277702332,-73.951751709,1584063150
60,42.8277702332,-73.951751709,1584070092
61,42.8277702332,-73.951751709,1584070416
62,42.8277702332,-73.951751709,1584074902
63,42.8277702332,-73.951751709,1584076112
64,42.8277702332,-73.951751709,1584077372
65,42.8277702332,-73.951751709,1584077372
66,42.8277702332,-73.951751709,1584077728
67,42.8277702332,-73.951751709,1584077728
68,42.825132,-73.9613612,1584077985
69,42.825132,-73.9613612,1584077985
70,42.8004546,-73.9598325,1584078324
71,42.8004546,-73.9598325,1584078324
72,42.7707376,-73.9570308,1584078599
73,42.7707376,-73.9570308,1584078599
74,42.7579254,-73.947922,1584078845
75,42.7701072693,-73.9479064941,1584079096
76,42.7701072693,-73.9479064941,1584079096
77,42.7641755,-73.947922,1584080787
78,42.7641755,-73.947922,1584080787
79,42.7701072693,-73.9479064941,1584081110
80,42.7701072693,-73.9479064941,1584081110
81,42.7722382,-73.9531524,1584082647
82,42.7722382,-73.9531524,1584082647
83,42.7701072693,-73.9479064941,1584082890
84,42.7701072693,-73.9479064941,1584082890
85,42.7583863,-73.9464646,1584089948
86,42.7701072693,-73.9479064941,1584090283
87,42.7740984,-73.956652,1584099387
88,42.7740984,-73.956652,1584099403
89,42.78366,-73.9482614,1584099628
90,42.78366,-73.9482614,1584099647
91,42.7841592,-73.9487795,1584101175
92,42.7841592,-73.9487795,1584101175
93,42.7701072693,-73.9479064941,1584101661
94,42.7701072693,-73.9479064941,1584101661
95,42.7579254,-73.947922,1584113384
96,42.7579254,-73.947922,1584113384
97,42.7701072693,-73.9479064941,1584113925
98,42.7701072693,-73.9479064941,1584113930
99,42.7701072693,-73.9479064941,1584115988
100,42.7701072693,-73.9479064941,1584117627
101,42.7701072693,-73.9479064941,1584118996
102,42.7701072693,-73.9479064941,1584120034
103,42.7701072693,-73.9479064941,1584120396
104,42.7721445,-73.9578408,1584120674
105,42.7721445,-73.9578408,1584120674
106,42.7645003,-73.933594,1584120935
107,42.7645003,-73.933594,1584120935
108,42.8151387,-73.9492021,1584121277
109,42.8151387,-73.9492021,1584121277
110,42.8277702332,-73.951751709,1584121544
111,42.8277702332,-73.951751709,1584121544
112,42.8277702332,-73.951751709,1584121882
113,42.8277702332,-73.951751709,1584121882
114,42.8277702332,-73.951751709,1584122152
